date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:56:43	361144/361144	---M-Z	200	added ('OK')	text/css	etag:%22582b8-64e49d4f4aed7-gzip%22	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/css/style.css	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/css/style.css	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:43	8404/8404	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2220d4-64e49d4f51c38%22	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/logo.svg	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/logo.svg	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:44	1689/1689	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22699-64e49d4f51c38%22	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/logo-small.svg	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/logo-small.svg	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:44	8410/8410	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2220da-64e49d4f51c38%22	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/logo-white.svg	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/logo-white.svg	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:44	268584/268584	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202026%2003:47:52%20GMT	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/pos.html	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/pos.html	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:45	257843/257843	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202026%2003:47:52%20GMT	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/orders.html	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/orders.html	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:45	105904/105904	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202026%2003:47:52%20GMT	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/kitchen.html	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/kitchen.html	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:46	116697/116697	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202026%2003:47:52%20GMT	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/reservations.html	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/reservations.html	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:46	125437/125437	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202026%2003:47:52%20GMT	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/table.html	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/table.html	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:46	87766/87766	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202026%2003:47:52%20GMT	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/earning-report.html	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/earning-report.html	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:47	12131/12131	---M--	200	added ('OK')	image/jpeg	etag:%2215ae6-64e49d4f55ab8%22	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/profiles/avatar-32.jpg	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/profiles/avatar-32.jpg	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:47	13802/13802	---M--	200	added ('OK')	image/jpeg	etag:%221745f-64e49d4f55ea0%22	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/profiles/avatar-33.jpg	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/profiles/avatar-33.jpg	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:47	11085/11085	---M--	200	added ('OK')	image/jpeg	etag:%22683e-64e49d4f556d0%22	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/profiles/avatar-31.jpg	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/profiles/avatar-31.jpg	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:48	124398/124398	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202026%2003:47:52%20GMT	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/customer.html	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/customer.html	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:48	2750/2750	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22abe-64e49d4f4ce18%22	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/icons/search.svg	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/icons/search.svg	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:48	13095/13095	---M--	200	added ('OK')	image/jpeg	etag:%22152f2-64e49d4f556d0%22	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/profiles/avatar-27.jpg	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/profiles/avatar-27.jpg	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:49	79101/79101	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202026%2003:47:52%20GMT	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/store-settings.html	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/store-settings.html	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:49	280208/280208	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202026%2003:47:52%20GMT	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/role-permission.html	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/role-permission.html	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:49	78167/78167	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202026%2003:47:52%20GMT	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/audit-report.html	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/audit-report.html	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:50	135166/135166	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202026%2003:47:52%20GMT	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/users.html	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/users.html	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:50	10572/10572	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202026%2003:47:52%20GMT	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/login.html	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/login.html	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:50	9600/9600	---M--	200	added ('OK')	image/jpeg	etag:%22937a-64e49d4f57228%22	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/store/store-01.jpg	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/store/store-01.jpg	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:50	11324/11324	---M--	200	added ('OK')	image/jpeg	etag:%22b86d-64e49d4f57228%22	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/store/store-02.jpg	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/store/store-02.jpg	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:51	9757/9757	---M--	200	added ('OK')	image/jpeg	etag:%22c2d1-64e49d4f57228%22	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/store/store-03.jpg	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/store/store-03.jpg	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:51	100546/100546	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202026%2003:47:52%20GMT	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/categories.html	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/categories.html	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:52	138567/138567	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202026%2003:47:52%20GMT	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/items.html	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/items.html	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:52	102909/102909	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202026%2003:47:52%20GMT	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/addons.html	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/addons.html	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:52	110236/110236	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202026%2003:47:52%20GMT	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/coupons.html	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/coupons.html	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:53	102727/102727	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202026%2003:47:52%20GMT	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/invoices.html	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/invoices.html	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:53	94341/94341	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202026%2003:47:52%20GMT	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/payments.html	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/payments.html	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:53	10108/10108	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202026%2003:47:52%20GMT	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/register.html	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/register.html	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:54	8065/8065	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202026%2003:47:52%20GMT	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/forgot-password.html	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/forgot-password.html	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:54	7024/7024	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202026%2003:47:52%20GMT	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/email-verification.html	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/email-verification.html	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:54	8829/8829	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202026%2003:47:52%20GMT	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/otp.html	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/otp.html	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:54	7856/7856	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202026%2003:47:52%20GMT	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/reset-password.html	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/reset-password.html	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:55	77645/77645	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202026%2003:47:52%20GMT	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/tax-settings.html	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/tax-settings.html	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:55	72766/72766	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202026%2003:47:52%20GMT	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/print-settings.html	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/print-settings.html	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:56	80002/80002	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202026%2003:47:52%20GMT	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/payment-settings.html	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/payment-settings.html	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:56	71857/71857	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202026%2003:47:52%20GMT	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/delivery-settings.html	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/delivery-settings.html	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:56	76091/76091	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202026%2003:47:52%20GMT	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/notifications-settings.html	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/notifications-settings.html	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:57	73035/73035	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202026%2003:47:52%20GMT	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/integrations-settings.html	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/integrations-settings.html	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:57	7605/7605	---M--	200	added ('OK')	image/png	etag:%2220f1-64e49d4f4b9b2%22	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/bg/order-bg.png	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/bg/order-bg.png	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:57	592/592	---M--	200	added ('OK')	image/png	etag:%22266-64e49d4f4ce18%22	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/icons/spark.png	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/icons/spark.png	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:58	12504/12504	---M--	200	added ('OK')	image/jpeg	etag:%221635f-64e49d4f56288%22	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/profiles/avatar-35.jpg	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/profiles/avatar-35.jpg	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:58	199521/199521	---M--	200	added ('OK')	image/png	etag:%2233879-64e49d4f4bba5%22	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/category/category-02.png	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/category/category-02.png	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:58	12337/12337	---M--	200	added ('OK')	image/jpeg	etag:%2213e2c-64e49d4f55ea0%22	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/profiles/avatar-34.jpg	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/profiles/avatar-34.jpg	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:59	83901/83901	---MCZ	200	added ('OK')	text/html	date:Tue,%2031%20Mar%202026%2003:47:52%20GMT	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/sales-report.html	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/sales-report.html	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:59	5001/5001	---M--	200	added ('OK')	image/png	etag:%22183e-64e49d4f4b9b2%22	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/bg/sale-bg.png	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/bg/sale-bg.png	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:56:59	44292/44292	---M--	200	added ('OK')	image/jpeg	etag:%223dd7f-64e49d4f52020%22	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/menu/menu-01.jpg	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/menu/menu-01.jpg	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:57:00	64313/64313	---M--	200	added ('OK')	image/jpeg	etag:%224daaa-64e49d4f527f0%22	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/menu/menu-02.jpg	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/menu/menu-02.jpg	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:57:00	57654/57654	---M--	200	added ('OK')	image/jpeg	etag:%2247a68-64e49d4f52fc0%22	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/menu/menu-03.jpg	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/menu/menu-03.jpg	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:57:00	38932/38932	---M--	200	added ('OK')	image/jpeg	etag:%223b3c6-64e49d4f53790%22	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/menu/menu-04.jpg	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/menu/menu-04.jpg	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:57:01	34726/34726	---M--	200	added ('OK')	image/jpeg	etag:%2239783-64e49d4f53b78%22	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/menu/menu-05.jpg	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/menu/menu-05.jpg	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:57:01	19501/19501	---M--	200	added ('OK')	image/jpeg	etag:%2221043-64e49d4f53f60%22	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/menu/menu-06.jpg	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/menu/menu-06.jpg	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:57:01	5376/5376	---M--	200	added ('OK')	image/jpeg	etag:%2229e8-64e49d4f545b5%22	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/profiles/avatar-05.jpg	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/profiles/avatar-05.jpg	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:57:02	10378/10378	---M--	200	added ('OK')	image/jpeg	etag:%221057d-64e49d4f56288%22	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/profiles/avatar-36.jpg	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/profiles/avatar-36.jpg	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:57:02	3502/3502	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22dae-64e49d4f5784c%22	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/tables/tables-17.svg	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/tables/tables-17.svg	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:57:02	2157/2157	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2286d-64e49d4f5784c%22	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/tables/tables-18.svg	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/tables/tables-18.svg	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:57:03	5436/5436	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22153c-64e49d4f5784c%22	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/tables/tables-19.svg	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/img/tables/tables-19.svg	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:57:03	87532/87532	---M-Z	200	added ('OK')	text/javascript	etag:%22155ec-64e49d4f592e1-gzip%22	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/js/jquery-3.7.1.min.js	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/js/jquery-3.7.1.min.js	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:57:03	80496/80496	---M-Z	200	added ('OK')	text/javascript	etag:%2213a70-64e49d4f592e1-gzip%22	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/js/bootstrap.bundle.min.js	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:57:04	27245/27245	---M-Z	200	added ('OK')	text/javascript	etag:%226a6d-64e49d4f6d9e3-gzip%22	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/plugins/simplebar/simplebar.min.js	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/plugins/simplebar/simplebar.min.js	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
12:57:04	70851/70851	---M-Z	200	added ('OK')	text/javascript	etag:%22114c3-64e49d4f6d851-gzip%22	https://dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/plugins/select2/js/select2.min.js	C:/My%20Web%20Sites/POS/dreamspos.dreamstechnologies.com/restaurant-pos/html/assets/plugins/select2/js/select2.min.js	(from https://dreamspos.dreamstechnologies.com/restaurant-pos/html/index.html)
